ccode,year,Fd1y,Fd2y,Fd3y,Fd4y,Fd5y,Fd6y,R_B,R_N,L1R_B,L2R_B,L3R_B,L1R_N,L2R_N,L3R_N,D1y,L1D1y,L2D1y,L3D1y,D1d_y,L1D1d_y,L2D1d_y,L3D1d_y
251,1906,.042259775,.036496047,.077271767,.014285922,.10787534,.1875039,0,0,0,0,0,0,0,0,.0181493945419788,.0172418244183064,.0074812797829509,.0215062666684389,.0215210001915693,-.012881999835372,.0341890007257462,.0024959999136627
251,1907,-.0057637286,.035011992,-.027973853,.065615565,.14524414,.13926199,0,0,0,0,0,0,0,0,.0422597751021385,.0181493945419788,.0172418244183064,.0074812797829509,-.0369619987905025,.0215210001915693,-.012881999835372,.0341890007257462
251,1908,.04077572,-.022210125,.071379289,.15100786,.14502572,,0,0,0,0,0,0,0,0,-.0057637286372483,.0422597751021385,.0181493945419788,.0172418244183064,.0330529995262623,-.0369619987905025,.0215210001915693,-.012881999835372
251,1909,-.062985845,.030603573,.11023214,.10425001,,,0,0,0,0,0,0,0,0,.0407757200300694,-.0057637286372483,.0422597751021385,.0181493945419788,.011218000203371,.0330529995262623,-.0369619987905025,.0215210001915693
251,1910,.093589418,.17321798,.16723584,,,,0,0,0,0,0,0,0,0,-.0629858449101448,.0407757200300694,-.0057637286372483,.0422597751021385,.0447209998965263,.011218000203371,.0330529995262623,-.0369619987905025
251,1923,.11821193,.12249095,.14861976,.12760176,.19495058,.26028308,0,0,0,0,1,0,0,1,.0504808165132999,.1652099341154099,-.0422102212905884,.1455767005681992,-.0053269998170435,-.0128159997984767,.040013000369072,-.0514440014958382
251,1924,.0042790142,.030407816,.0093898159,.076738641,.14207114,.11262402,0,0,0,0,0,0,0,0,.1182119324803352,.0504808165132999,.1652099341154099,-.0422102212905884,-.0118749998509884,-.0053269998170435,-.0128159997984767,.040013000369072
251,1925,.026128802,.0051108021,.072459623,.13779213,.108345,.04671403,0,0,0,0,0,0,0,0,.0042790141887963,.1182119324803352,.0504808165132999,.1652099341154099,.0155929997563362,-.0118749998509884,-.0053269998170435,-.0128159997984767
251,1926,-.021018,.046330824,.11166333,.082216203,.020585231,-.046837099,0,0,0,0,0,0,0,0,.0261288024485111,.0042790141887963,.1182119324803352,.0504808165132999,-.0185850001871586,.0155929997563362,-.0118749998509884,-.0053269998170435
251,1927,.067348823,.13268133,.1032342,.04160323,-.0258191,.043231972,0,0,0,0,0,0,0,0,-.0210180003196001,.0261288024485111,.0042790141887963,.1182119324803352,.004672999959439,-.0185850001871586,.0155929997563362,-.0118749998509884
251,1928,.065332502,.035885379,-.025745593,-.093167923,-.024116851,-.03392889,0,0,0,0,0,0,0,0,.0673488229513168,-.0210180003196001,.0261288024485111,.0042790141887963,.10207399725914,.004672999959439,-.0185850001871586,.0155929997563362
251,1929,-.029447122,-.091078095,-.15850043,-.089449361,-.099261403,-.12506397,0,0,0,0,0,0,0,0,.0653325021266937,.0673488229513168,-.0210180003196001,.0261288024485111,.0266169998794794,.10207399725914,.004672999959439,-.0185850001871586
251,1930,-.061630972,-.12905329,-.060002223,-.069814265,-.095616832,-.058376312,0,1,0,0,0,0,0,0,-.0294471215456724,.0653325021266937,.0673488229513168,-.0210180003196001,-.006523999851197,.0266169998794794,.10207399725914,.004672999959439
251,1931,-.06742233,.0016287416,-.0081832968,-.033985861,.0032546595,.059329364,1,0,0,0,0,1,0,0,-.0616309717297554,-.0294471215456724,.0653325021266937,.0673488229513168,-.0235859993845224,-.006523999851197,.0266169998794794,.10207399725914
251,1932,.069051072,.059239034,.03343647,.07067699,.12675169,.12290404,0,0,1,0,0,0,1,0,-.0674223303794861,-.0616309717297554,-.0294471215456724,.0653325021266937,-.0042949998751283,-.0235859993845224,-.006523999851197,.0266169998794794
251,1933,-.0098120384,-.035614602,.0016259179,.057700623,.053852968,,0,0,0,1,0,0,0,1,.0690510720014572,-.0674223303794861,-.0616309717297554,-.0294471215456724,-.0139530003070831,-.0042949998751283,-.0235859993845224,-.006523999851197
251,1934,-.025802566,.011437954,.067512661,.06366501,,,0,0,0,0,1,0,0,0,-.0098120383918285,.0690510720014572,-.0674223303794861,-.0616309717297554,.0017999999690801,-.0139530003070831,-.0042949998751283,-.0235859993845224
251,1935,.03724052,.093315229,.089467578,,,,0,0,0,0,0,0,0,0,-.0258025657385588,-.0098120383918285,.0690510720014572,-.0674223303794861,-.0122469998896122,.0017999999690801,-.0139530003070831,-.0042949998751283
251,1950,.059775893,.0859726,.11442938,.16179645,.21762423,.26699138,0,0,0,1,1,0,1,1,.0720011442899704,.1275133490562439,.070422388613224,.0804005637764931,.0173850003629923,.0390819981694221,.0173879992216825,-.016847999766469
251,1951,.026196705,.054653492,.10202056,.15784834,.2072155,.2656838,0,0,0,0,1,0,0,1,.0597758926451206,.0720011442899704,.1275133490562439,.070422388613224,-.02004100009799,.0173850003629923,.0390819981694221,.0173879992216825
251,1952,.028456787,.075823858,.13165164,.1810188,.2394871,.2642605,0,0,0,0,0,0,0,0,.0261967051774263,.0597758926451206,.0720011442899704,.1275133490562439,-.0101579995825887,-.02004100009799,.0173850003629923,.0390819981694221
251,1953,.04736707,.10319486,.15256202,.21103032,.23580372,.2640247,0,0,0,0,0,0,0,0,.028456786647439,.0261967051774263,.0597758926451206,.0720011442899704,.0391389988362789,-.0101579995825887,-.02004100009799,.0173850003629923
251,1954,.055827785,.10519494,.16366324,.18843664,.21665762,.28475255,0,0,0,0,0,0,0,0,.0473670698702335,.028456786647439,.0261967051774263,.0597758926451206,.0303949993103743,.0391389988362789,-.0101579995825887,-.02004100009799
251,1955,.04936716,.10783546,.13260886,.16082984,.22892477,.28398749,0,0,0,0,0,0,0,0,.0558277852833271,.0473670698702335,.028456786647439,.0261967051774263,.0398910008370876,.0303949993103743,.0391389988362789,-.0101579995825887
251,1956,.058468297,.083241701,.11146268,.17955761,.23462033,.30134207,0,0,0,0,0,0,0,0,.0493671596050262,.0558277852833271,.0473670698702335,.028456786647439,-.0189529992640018,.0398910008370876,.0303949993103743,.0391389988362789
251,1957,.024773404,.052994389,.12108931,.17615204,.24287379,.29634553,0,0,0,0,0,0,0,0,.058468297123909,.0493671596050262,.0558277852833271,.0473670698702335,.0252519994974136,-.0189529992640018,.0398910008370876,.0303949993103743
251,1958,.028220985,.096315905,.15137863,.21810037,.27157211,.33675548,0,0,0,0,0,0,0,0,.0247734040021896,.058468297123909,.0493671596050262,.0558277852833271,-.0245389994233847,.0252519994974136,-.0189529992640018,.0398910008370876
251,1959,.068094924,.12315765,.18987939,.24335113,.3085345,.35631484,0,0,0,0,0,0,0,0,.0282209850847721,.0247734040021896,.058468297123909,.0493671596050262,.0317110009491444,-.0245389994233847,.0252519994974136,-.0189529992640018
251,1960,.055062722,.12178446,.17525619,.24043956,.28821993,.34036002,0,0,0,0,0,0,0,0,.0680949240922928,.0282209850847721,.0247734040021896,.058468297123909,.0302709992974997,.0317110009491444,-.0245389994233847,.0252519994974136
251,1961,.066721745,.12019348,.18537685,.2331572,.28529727,.33217886,0,0,0,0,0,0,0,0,.055062722414732,.0680949240922928,.0282209850847721,.0247734040021896,.0354759991168976,.0302709992974997,.0317110009491444,-.0245389994233847
251,1962,.053471737,.11865512,.16643547,.21857554,.26545712,.30804735,0,0,0,0,0,0,0,0,.0667217448353767,.055062722414732,.0680949240922928,.0282209850847721,.0152249997481704,.0354759991168976,.0302709992974997,.0317110009491444
251,1963,.065183379,.11296373,.16510381,.21198539,.25457564,.32448095,0,0,0,0,0,0,0,0,.0534717366099358,.0667217448353767,.055062722414732,.0680949240922928,-.0550710000097752,.0152249997481704,.0354759991168976,.0302709992974997
251,1964,.04778035,.099920429,.14680202,.18939227,.25929758,.31656876,0,0,0,0,0,0,0,0,.0651833787560463,.0534717366099358,.0667217448353767,.055062722414732,.0185390003025532,-.0550710000097752,.0152249997481704,.0354759991168976
251,1965,.052140079,.099021673,.14161192,.21151721,.2687884,.32224551,0,0,0,0,0,0,0,0,.0477803498506546,.0651833787560463,.0534717366099358,.0667217448353767,.0248620007187128,.0185390003025532,-.0550710000097752,.0152249997481704
251,1966,.04688159,.089471832,.15937713,.21664831,.27010542,.31552121,0,0,0,0,0,0,0,0,.0521400794386864,.0477803498506546,.0651833787560463,.0534717366099358,.0300450008362532,.0248620007187128,.0185390003025532,-.0550710000097752
251,1967,.042590246,.11249555,.16976674,.22322387,.26863965,.33174416,0,0,0,0,0,0,0,0,.046881590038538,.0521400794386864,.0477803498506546,.0651833787560463,.0385229997336864,.0300450008362532,.0248620007187128,.0185390003025532
251,1968,.069905303,.12717649,.1806336,.22604939,.2891539,.33206743,0,0,0,0,0,0,0,0,.0425902456045151,.046881590038538,.0521400794386864,.0477803498506546,.030426999554038,.0385229997336864,.0300450008362532,.0248620007187128
251,1969,.057271186,.11072831,.1561441,.21924859,.26216212,.25236049,0,0,0,0,0,0,0,0,.0699053034186363,.0425902456045151,.046881590038538,.0521400794386864,-.0051060002297163,.030426999554038,.0385229997336864,.0300450008362532
251,1970,.053457119,.098872907,.16197741,.20489094,.19508931,.23823178,0,0,0,0,0,0,0,0,.0572711862623692,.0699053034186363,.0425902456045151,.046881590038538,.0145969996228814,-.0051060002297163,.030426999554038,.0385229997336864
251,1971,.045415789,.10852029,.15143381,.14163218,.18477464,.21928832,0,0,0,0,0,0,0,0,.0534571185708046,.0572711862623692,.0699053034186363,.0425902456045151,.0417760014533997,.0145969996228814,-.0051060002297163,.030426999554038
251,1972,.063104503,.10601802,.096216395,.13935885,.17387253,.21366058,0,0,0,0,0,0,0,0,.0454157888889313,.0534571185708046,.0572711862623692,.0699053034186363,.0437199994921684,.0417760014533997,.0145969996228814,-.0051060002297163
251,1973,.042913519,.033111896,.076254353,.11076804,.1505561,.18614723,0,0,0,0,0,0,0,0,.0631045028567314,.0454157888889313,.0534571185708046,.0572711862623692,.011030999943614,.0437199994921684,.0417760014533997,.0145969996228814
251,1974,-.0098016225,.033340838,.067854524,.10764258,.1432337,.1591156,1,1,0,0,0,0,0,0,.042913518846035,.0631045028567314,.0454157888889313,.0534571185708046,.0016210000030696,.011030999943614,.0437199994921684,.0417760014533997
251,1975,.04314246,.07765615,.1174442,.15303533,.16891722,.17969467,0,0,1,0,0,1,0,0,-.009801622480154,.042913518846035,.0631045028567314,.0454157888889313,.0828310027718544,.0016210000030696,.011030999943614,.0437199994921684
251,1976,.03451369,.074301749,.10989287,.12577477,.13655221,.16163753,0,0,0,1,0,0,1,0,.0431424602866173,-.009801622480154,.042913518846035,.0631045028567314,-.0004290000069886,.0828310027718544,.0016210000030696,.011030999943614
251,1977,.039788056,.075379178,.091261066,.10203851,.12712382,.13968678,0,0,0,0,1,0,0,1,.0345136895775795,.0431424602866173,-.009801622480154,.042913518846035,-.0115240002050996,-.0004290000069886,.0828310027718544,.0016210000030696
251,1978,.035591122,.051473014,.062250461,.087335773,.099898741,.11514343,0,0,0,0,0,0,0,0,.0397880561649799,.0345136895775795,.0431424602866173,-.009801622480154,-.0397830009460449,-.0115240002050996,-.0004290000069886,.0828310027718544
251,1979,.01588189,.026659336,.051744647,.064307615,.079552308,.095784754,0,0,0,0,0,0,0,0,.035591121762991,.0397880561649799,.0345136895775795,.0431424602866173,.0015389999607578,-.0397830009460449,-.0115240002050996,-.0004290000069886
251,1980,.010777446,.035862759,.048425723,.063670419,.079902865,.10341529,0,0,0,0,0,0,0,0,.0158818904310465,.035591121762991,.0397880561649799,.0345136895775795,-.0774760022759438,.0015389999607578,-.0397830009460449,-.0115240002050996
251,1981,.025085313,.037648279,.052892972,.069125414,.092637837,.11841106,0,1,0,0,0,0,0,0,.0107774464413524,.0158818904310465,.035591121762991,.0397880561649799,.0060560000129044,-.0774760022759438,.0015389999607578,-.0397830009460449
251,1982,.012562965,.027807659,.044040106,.067552529,.093325749,.14066529,0,0,0,0,0,1,0,0,.0250853132456541,.0107774464413524,.0158818904310465,.035591121762991,-.0013749999925494,.0060560000129044,-.0774760022759438,.0015389999607578
251,1983,.015244693,.031477138,.054989561,.080762781,.12810233,.17163464,0,0,0,0,0,0,1,0,.0125629650428891,.0250853132456541,.0107774464413524,.0158818904310465,.0091019999235868,-.0013749999925494,.0060560000129044,-.0774760022759438
251,1984,.016232446,.039744869,.065518089,.11285763,.15638994,.18553004,0,0,0,0,0,0,0,1,.0152446934953332,.0125629650428891,.0250853132456541,.0107774464413524,.0142080001533031,.0091019999235868,-.0013749999925494,.0060560000129044
251,1985,.023512423,.049285643,.096625187,.14015749,.16929759,.17968865,0,0,0,0,0,0,0,0,.0162324458360672,.0152446934953332,.0125629650428891,.0250853132456541,.0176679994910955,.0142080001533031,.0091019999235868,-.0013749999925494
251,1986,.02577322,.073112763,.11664507,.14578517,.15617622,.17217293,0,0,0,0,0,0,0,0,.0235124230384827,.0162324458360672,.0152446934953332,.0125629650428891,-.0002419999946142,.0176679994910955,.0142080001533031,.0091019999235868
251,1987,.047339544,.090871856,.12001196,.13040301,.14639972,.1402732,1,1,0,0,0,0,0,0,.0257732197642326,.0235124230384827,.0162324458360672,.0152446934953332,.0227000005543232,-.0002419999946142,.0176679994910955,.0142080001533031
251,1988,.043532308,.072672404,.083063453,.099060163,.092933632,.11638749,0,0,1,0,0,1,0,0,.0473395437002182,.0257732197642326,.0235124230384827,.0162324458360672,.0241410005837679,.0227000005543232,-.0002419999946142,.0176679994910955
251,1989,.029140098,.039531149,.055527862,.049401335,.072855189,.093706034,0,0,0,1,0,0,1,0,.043532308191061,.0473395437002182,.0257732197642326,.0235124230384827,.032430000603199,.0241410005837679,.0227000005543232,-.0002419999946142
251,1990,.010391053,.026387766,.020261237,.043715093,.064565942,.078445986,0,0,0,0,1,0,0,1,.0291400980204344,.043532308191061,.0473395437002182,.0257732197642326,.0237029995769262,.032430000603199,.0241410005837679,.0227000005543232
251,1991,.015996713,.0098701846,.03332404,.054174885,.068054929,.091428265,0,0,0,0,0,0,0,0,.0103910528123379,.0291400980204344,.043532308191061,.0473395437002182,-.0086549995467067,.0237029995769262,.032430000603199,.0241410005837679
251,1992,-.0061265286,.017327327,.038178172,.052058212,.075431548,.11099356,0,0,0,0,0,0,0,0,.0159967131912708,.0103910528123379,.0291400980204344,.043532308191061,-.0208500009030104,-.0086549995467067,.0237029995769262,.032430000603199
251,1993,.023453856,.044304699,.058184739,.081558071,.11712009,.15119109,0,0,0,0,0,0,0,0,-.0061265286058187,.0159967131912708,.0103910528123379,.0291400980204344,-.0028840000741184,-.0208500009030104,-.0086549995467067,.0237029995769262
251,1994,.020850845,.034730885,.058104217,.093666226,.12773722,.16648886,0,0,0,0,0,0,0,0,.0234538558870554,-.0061265286058187,.0159967131912708,.0103910528123379,-.0374800004065037,-.0028840000741184,-.0208500009030104,-.0086549995467067
251,1995,.01388004,.037253372,.072815388,.10688638,.145638,.1651825,0,0,0,0,0,0,0,0,.020850844681263,.0234538558870554,-.0061265286058187,.0159967131912708,-.0187929999083281,-.0374800004065037,-.0028840000741184,-.0208500009030104
251,1996,.023373334,.058935344,.093006335,.13175796,.15130246,.16248703,0,0,0,0,0,0,0,0,.0138800404965878,.020850844681263,.0234538558870554,-.0061265286058187,-.0149550000205636,-.0187929999083281,-.0374800004065037,-.0028840000741184
251,1997,.035562012,.069633007,.10838463,.12792912,.13911369,.14730901,0,0,0,0,0,0,0,0,.0233733337372541,.0138800404965878,.020850844681263,.0234538558870554,-.0155980000272393,-.0149550000205636,-.0187929999083281,-.0374800004065037
251,1998,.034070991,.072822616,.092367113,.10355168,.111747,.13961124,0,0,0,0,0,0,0,0,.0355620123445988,.0233733337372541,.0138800404965878,.020850844681263,-.0019890000112355,-.0155980000272393,-.0149550000205636,-.0187929999083281
251,1999,.038751625,.058296118,.069480687,.077676006,.10554025,.12161738,0,0,0,0,0,0,0,0,.0340709909796715,.0355620123445988,.0233733337372541,.0138800404965878,-.0079739997163415,-.0019890000112355,-.0155980000272393,-.0149550000205636
251,2000,.019544493,.030729063,.038924381,.066788621,.08286576,.10661523,0,0,0,0,0,0,0,0,.0387516245245934,.0340709909796715,.0355620123445988,.0233733337372541,.0185940004885197,-.0079739997163415,-.0019890000112355,-.0155980000272393
251,2001,.011184569,.019379884,.047244124,.063321263,.087070733,.11068572,0,0,0,0,0,0,0,0,.019544493407011,.0387516245245934,.0340709909796715,.0355620123445988,.0300999991595745,.0185940004885197,-.0079739997163415,-.0019890000112355
251,2002,.0081953164,.036059558,.052136697,.075886168,.099501155,.1014541,0,1,0,0,0,0,0,0,.0111845685169101,.019544493407011,.0387516245245934,.0340709909796715,.0048230001702905,.0300999991595745,.0185940004885197,-.0079739997163415
251,2003,.027864242,.043941379,.067690849,.091305837,.093258783,.063845374,0,0,0,0,0,1,0,0,.0081953164190054,.0111845685169101,.019544493407011,.0387516245245934,-.0047100000083447,.0048230001702905,.0300999991595745,.0185940004885197
251,2004,.016077138,.039826609,.063441597,.065394543,.035981134,.05563771,0,0,0,0,0,0,1,0,.0278642419725657,.0081953164190054,.0111845685169101,.019544493407011,.0093989996239543,-.0047100000083447,.0048230001702905,.0300999991595745
251,2005,.023749469,.047364458,.049317405,.019903993,.039560568,.060352858,0,0,0,0,0,0,0,1,.0160771384835243,.0278642419725657,.0081953164190054,.0111845685169101,.029594000428915,.0093989996239543,-.0047100000083447,.0048230001702905
251,2006,.023614988,.025567936,-.0038454756,.015811099,.036603391,.038430322,0,0,0,0,0,0,0,0,.0237494688481092,.0160771384835243,.0278642419725657,.0081953164190054,.0469980016350746,.029594000428915,.0093989996239543,-.0047100000083447
251,2007,.0019529477,-.027460463,-.007803889,.012988402,.014815332,.020577747,0,0,0,0,0,0,0,0,.0236149877309799,.0237494688481092,.0160771384835243,.0278642419725657,.052326001226902,.0469980016350746,.029594000428915,.0093989996239543
251,2008,-.029413411,-.009756837,.011035454,.012862384,.018624799,.028100664,1,1,0,0,0,0,0,0,.0019529476994649,.0236149877309799,.0237494688481092,.0160771384835243,.0658539980649948,.052326001226902,.0469980016350746,.029594000428915
251,2009,.019656574,.040448867,.042275798,.048038214,.057514079,.068188697,0,0,1,0,0,1,0,0,-.0294134113937616,.0019529476994649,.0236149877309799,.0237494688481092,.032905999571085,.0658539980649948,.052326001226902,.0469980016350746
251,2010,.020792291,.022619221,.028381636,.037857503,.048532121,.060408622,0,0,0,1,0,0,1,0,.0196565743535757,-.0294134113937616,.0019529476994649,.0236149877309799,.001897000009194,.032905999571085,.0658539980649948,.052326001226902
251,2011,.0018269303,.0075893458,.01706521,.027739827,.039616331,,1,0,0,0,1,0,0,1,.0207922905683517,.0196565743535757,-.0294134113937616,.0019529476994649,.0312639996409416,.001897000009194,.032905999571085,.0658539980649948
251,2012,.0057624155,.015238279,.025912896,.037789397,,,0,0,1,0,0,0,0,0,.0018269303254783,.0207922905683517,.0196565743535757,-.0294134113937616,.0007719999994151,.0312639996409416,.001897000009194,.032905999571085
251,2013,.0094758645,.020150481,.032026984,,,,0,0,0,1,0,0,0,0,.0057624154724181,.0018269303254783,.0207922905683517,.0196565743535757,.001101000001654,.0007719999994151,.0312639996409416,.001897000009194
276,1887,.03844538,.064924859,.10001701,.097722583,.13786861,.1859446,0,0,0,0,0,0,0,0,.0377053841948509,.006291177123785,.0251605063676834,.0232186447829008,.0132529996335506,.0128450002521276,.0084659997373819,.006978000048548
276,1888,.026479481,.061571635,.059277207,.09942323,.14749922,.17093597,0,0,0,0,0,0,0,0,.0384453795850277,.0377053841948509,.006291177123785,.0251605063676834,.0111189996823668,.0132529996335506,.0128450002521276,.0084659997373819
276,1889,.035092153,.032797724,.072943747,.12101974,.14445649,.19076437,0,0,0,0,0,0,0,0,.0264794807881117,.0384453795850277,.0377053841948509,.006291177123785,.0495369993150234,.0111189996823668,.0132529996335506,.0128450002521276
276,1890,-.0022944275,.037851594,.085927583,.10936434,.15567222,.18977325,0,0,0,0,0,0,0,0,.0350921526551247,.0264794807881117,.0384453795850277,.0377053841948509,.0115250004455447,.0495369993150234,.0111189996823668,.0132529996335506
276,1891,.040146023,.088222012,.11165877,.15796664,.19206767,.2197267,0,0,0,0,0,0,0,0,-.0022944274824113,.0350921526551247,.0264794807881117,.0384453795850277,.013774000108242,.0115250004455447,.0495369993150234,.0111189996823668
276,1892,.048075989,.071512744,.11782062,.15192164,.17958067,.22150236,0,0,0,0,0,0,0,0,.0401460230350494,-.0022944274824113,.0350921526551247,.0264794807881117,.0193169992417097,.013774000108242,.0115250004455447,.0495369993150234
276,1893,.023436753,.069744632,.10384566,.13150468,.17342637,.20869535,0,0,0,0,0,0,0,0,.0480759888887405,.0401460230350494,-.0022944274824113,.0350921526551247,-.0108639998361468,.0193169992417097,.013774000108242,.0115250004455447
276,1894,.046307877,.080408901,.10806793,.14998962,.1852586,.22665258,0,0,0,0,0,0,0,0,.0234367530792952,.0480759888887405,.0401460230350494,-.0022944274824113,.0306030008941889,-.0108639998361468,.0193169992417097,.013774000108242
276,1895,.034101021,.061760053,.10368174,.13895071,.18034469,.15626743,0,0,0,0,0,0,0,0,.0463078767061234,.0234367530792952,.0480759888887405,.0401460230350494,.0311600007116795,.0306030008941889,-.0108639998361468,.0193169992417097
276,1896,.027659032,.069580719,.10484969,.14624368,.12216643,.14542499,0,0,0,0,0,0,0,0,.0341010205447674,.0463078767061234,.0234367530792952,.0480759888887405,.0191110000014305,.0311600007116795,.0306030008941889,-.0108639998361468
276,1897,.041921686,.077190652,.11858463,.094507389,.11776595,.17145011,0,0,0,0,0,0,0,0,.0276590324938297,.0341010205447674,.0463078767061234,.0234367530792952,.0274599995464087,.0191110000014305,.0311600007116795,.0306030008941889
276,1898,.03526897,.076662958,.052585714,.075844273,.12952843,.16854489,0,0,0,0,0,0,0,0,.0419216863811016,.0276590324938297,.0341010205447674,.0463078767061234,.0215530004352331,.0274599995464087,.0191110000014305,.0311600007116795
276,1899,.041393984,.01731674,.040575303,.094259456,.13327593,.15397254,0,0,0,0,0,0,0,0,.0352689698338509,.0419216863811016,.0276590324938297,.0341010205447674,.0481210015714169,.0215530004352331,.0274599995464087,.0191110000014305
276,1900,-.024077244,-.00081868097,.052865475,.091881938,.11257856,.14176768,0,0,0,0,0,0,0,0,.0413939841091633,.0352689698338509,.0419216863811016,.0276590324938297,.0178960002958775,.0481210015714169,.0215530004352331,.0274599995464087
276,1901,.023258563,.07694272,.11595918,.13665579,.16584492,.20880564,0,0,0,0,0,0,0,0,-.0240772441029549,.0413939841091633,.0352689698338509,.0419216863811016,.0130209997296333,.0178960002958775,.0481210015714169,.0215530004352331
276,1902,.053684156,.092700616,.11339723,.14258635,.18554707,.20206521,0,0,0,0,0,0,0,0,.023258563131094,-.0240772441029549,.0413939841091633,.0352689698338509,.0279949996620417,.0130209997296333,.0178960002958775,.0481210015714169
276,1903,.039016463,.059713077,.088902198,.13186291,.14838105,.16812205,0,0,0,0,0,0,0,0,.0536841563880444,.023258563131094,-.0240772441029549,.0413939841091633,.0200730003416538,.0279949996620417,.0130209997296333,.0178960002958775
276,1904,.020696614,.049885735,.092846453,.1093646,.1291056,.16440298,0,0,0,0,0,0,0,0,.0390164628624916,.0536841563880444,.023258563131094,-.0240772441029549,.031615000218153,.0200730003416538,.0279949996620417,.0130209997296333
276,1905,.029189121,.072149843,.088667989,.10840899,.14370637,.17386903,0,0,0,0,0,0,0,0,.0206966139376163,.0390164628624916,.0536841563880444,.023258563131094,.0323890000581741,.031615000218153,.0200730003416538,.0279949996620417
276,1906,.042960718,.059478864,.079219863,.11451724,.1446799,.18991461,0,0,0,0,0,0,0,0,.029189120978117,.0206966139376163,.0390164628624916,.0536841563880444,.065652996301651,.0323890000581741,.031615000218153,.0200730003416538
276,1907,.016518144,.036259145,.071556523,.10171919,.14695388,.19412473,0,0,0,0,0,0,0,0,.0429607182741165,.029189120978117,.0206966139376163,.0390164628624916,.0087869996204972,.065652996301651,.0323890000581741,.031615000218153
276,1908,.019740999,.055038381,.08520104,.13043573,.17760658,,0,0,0,0,0,0,0,0,.0165181439369917,.0429607182741165,.029189120978117,.0206966139376163,.0043600001372397,.0087869996204972,.065652996301651,.0323890000581741
276,1909,.035297383,.065460041,.11069474,.1578656,,,0,0,0,0,0,0,0,0,.0197409987449646,.0165181439369917,.0429607182741165,.029189120978117,.0511519983410835,.0043600001372397,.0087869996204972,.065652996301651
276,1910,.03016266,.075397365,.12256822,,,,0,0,0,0,0,0,0,0,.0352973826229572,.0197409987449646,.0165181439369917,.0429607182741165,.0504599995911121,.0511519983410835,.0043600001372397,.0087869996204972
276,1928,-.0041648927,-.018362248,-.097603977,-.17598282,-.11512781,-.027736679,0,0,0,0,0,0,0,1,.0428535342216492,.0953601449728012,.0277115292847157,.1063538491725922,.0596709996461868,.0517739988863468,.069352999329567,.0316080003976822
276,1929,-.014197355,-.093439087,-.17181793,-.11096292,-.023571789,.061298013,0,0,0,0,0,0,0,0,-.0041648927144706,.0428535342216492,.0953601449728012,.0277115292847157,.0445419996976852,.0596709996461868,.0517739988863468,.069352999329567
276,1930,-.07924173,-.15762058,-.09676557,-.0093744397,.075495362,.15988103,0,0,0,0,0,0,0,0,-.0141973551362753,-.0041648927144706,.0428535342216492,.0953601449728012,.0714059993624687,.0445419996976852,.0596709996461868,.0517739988863468
276,1931,-.078378841,-.017523833,.069867298,.1547371,.23912276,.29753277,0,1,0,0,0,0,0,0,-.0792417302727699,-.0141973551362753,-.0041648927144706,.0428535342216492,.0703660026192665,.0714059993624687,.0445419996976852,.0596709996461868
276,1932,.060855009,.14824614,.23311594,.3175016,.37591162,.44842291,0,0,0,0,0,1,0,0,-.0783788412809372,-.0792417302727699,-.0141973551362753,-.0041648927144706,.0926579982042313,.0703660026192665,.0714059993624687,.0445419996976852
276,1933,.087391131,.17226094,.2566466,.31505662,.38756788,,0,0,0,0,0,0,1,0,.060855008661747,-.0783788412809372,-.0792417302727699,-.0141973551362753,.0098460000008345,.0926579982042313,.0703660026192665,.0714059993624687
276,1934,.084869802,.16925547,.22766548,.30017674,,,0,0,0,0,0,0,0,1,.0873911306262016,.060855008661747,-.0783788412809372,-.0792417302727699,-.0313489995896816,.0098460000008345,.0926579982042313,.0703660026192665
276,1935,.084385663,.14279568,.21530695,,,,0,0,0,0,0,0,0,0,.0848698019981384,.0873911306262016,.060855008661747,-.0783788412809372,-.0123490002006292,-.0313489995896816,.0098460000008345,.0926579982042313
276,1950,.087426186,.17549337,.2604183,.33762902,.42903316,.5245387,0,0,0,1,0,0,1,0,.1835830956697464,.1606207191944122,.1536921858787537,.0928476899862289,.0701040029525757,.0537710003554821,-.0049109999090433,-.0040449998341501
276,1951,.088067189,.17299211,.25020283,.34160697,.43711251,.50031424,0,0,0,0,1,0,0,1,.0874261856079102,.1835830956697464,.1606207191944122,.1536921858787537,.0113019999116659,.0701040029525757,.0537710003554821,-.0049109999090433
276,1952,.084924929,.16213566,.2535398,.34904534,.41224706,.46077427,0,0,0,0,0,0,0,0,.0880671888589859,.0874261856079102,.1835830956697464,.1606207191944122,.0257179997861385,.0113019999116659,.0701040029525757,.0537710003554821
276,1953,.077210724,.16861486,.2641204,.32732213,.37584934,.45186669,0,0,0,0,0,0,0,0,.0849249288439751,.0880671888589859,.0874261856079102,.1835830956697464,.0379890017211437,.0257179997861385,.0113019999116659,.0701040029525757
276,1954,.09140414,.18690969,.2501114,.29863861,.37465596,.43550533,0,0,0,0,0,0,0,0,.0772107243537903,.0849249288439751,.0880671888589859,.0874261856079102,.041423000395298,.0379890017211437,.0257179997861385,.0113019999116659
276,1955,.095505551,.15870726,.20723447,.28325182,.34410119,.3891198,0,0,0,0,0,0,0,0,.091404139995575,.0772107243537903,.0849249288439751,.0880671888589859,.020108999684453,.041423000395298,.0379890017211437,.0257179997861385
